"SKU","DESCRIPTION","YEAR","CAPACITY","URL","PRICE","SELLER_INFORMATION","OFFER_DESCRIPTION","COUNTRY"
11465,"Ch Latour",1996,"750ml","https://www.wine-searcher.com/find/ch+latour/1996/-/-/u","$839.00","Vinfolio","1996Latour750ML","USA (CA)"
11465,"Ch Latour",1996,"750ml","https://www.wine-searcher.com/find/ch+latour/1996/-/-/u","$849.98","Wine Exchange","Latour Pauillac1996","USA (CA)"
11465,"Ch Latour",1996,"750ml","https://www.wine-searcher.com/find/ch+latour/1996/-/-/u","$849.98","Belmont Wine Exchange LLC","1996Latour","USA (CA)"
11466,"Ch Latour",1997,"1.5L","https://www.wine-searcher.com/find/ch+latour/1997/-/-/u","$1076.00","The Redd Collection","1997Ch Latour","USA (CA)"
11467,"Ch Latour",1998,"750ml","https://www.wine-searcher.com/find/ch+latour/1998/-/-/u","$475.00","Vinfolio","1998Latour750ML","USA (CA)"
11467,"Ch Latour",1998,"750ml","https://www.wine-searcher.com/find/ch+latour/1998/-/-/u","$475.00","RL Liquid Assets","Chateau Latour1998750mL","USA (CA)"
11467,"Ch Latour",1998,"750ml","https://www.wine-searcher.com/find/ch+latour/1998/-/-/u","$589.00","Belmont Wine Exchange LLC","1998Latour","USA (CA)"
11467,"Ch Latour",1998,"750ml","https://www.wine-searcher.com/find/ch+latour/1998/-/-/u","$595.00","The Redd Collection","1998Ch Latour","USA (CA)"
11467,"Ch Latour",1998,"750ml","https://www.wine-searcher.com/find/ch+latour/1998/-/-/u","$729.98","Wine Exchange","Latour Pauillac1998Pre-Arrival","USA (CA)"
11467,"Ch Latour",1998,"750ml","https://www.wine-searcher.com/find/ch+latour/1998/-/-/u","$744.55","Aabalat Fine & Rare Wines","1998Latour Pauillac,Red Blend","USA (CA)"
11467,"Ch Latour",1998,"750ml","https://www.wine-searcher.com/find/ch+latour/1998/-/-/u","$1195.00","Guido's Wine","Latour1998,1.5L","USA (CA)"
11467,"Ch Latour",1998,"750ml","https://www.wine-searcher.com/find/ch+latour/1998/-/-/u","$1200.00","The Wine House, San Francisco","1998Chateau Latour Pauillac1.5L","USA (CA)"
11468,"Ch Latour",1999,"750ml","https://www.wine-searcher.com/find/ch+latour/1999/-/-/u","$499.98","Wine Exchange","Latour Pauillac1999","USA (CA)"
11468,"Ch Latour",1999,"750ml","https://www.wine-searcher.com/find/ch+latour/1999/-/-/u","$525.00","Vinfolio","1999Latour750ML","USA (CA)"
11468,"Ch Latour",1999,"750ml","https://www.wine-searcher.com/find/ch+latour/1999/-/-/u","$595.00","The Redd Collection","1999Ch Latour","USA (CA)"
11468,"Ch Latour",1999,"750ml","https://www.wine-searcher.com/find/ch+latour/1999/-/-/u","$650.00","Gil Turner's Fine Wines and Spirits","1999Chateau Latour Pauillac750ML","USA (CA)"
11468,"Ch Latour",1999,"750ml","https://www.wine-searcher.com/find/ch+latour/1999/-/-/u","$877.89","Aabalat Fine & Rare Wines","1999Latour Pauillac,Red Blend","USA (CA)"
11468,"Ch Latour",1999,"750ml","https://www.wine-searcher.com/find/ch+latour/1999/-/-/u","$1251.00","Wine-Source Group LLC","1999Chateau Latour,Latour","USA (CA)"
11468,"Ch Latour",1999,"750ml","https://www.wine-searcher.com/find/ch+latour/1999/-/-/u","$1499.99","K&L Wine Merchants","1999Latour Pauillac(1.5L)","USA (CA)"
11469,"Ch Latour",2001,"750ml","https://www.wine-searcher.com/find/ch+latour/2001/-/-/u","$549.99","K&L Wine Merchants","2001Latour Pauillac","USA (CA)"
11469,"Ch Latour",2001,"750ml","https://www.wine-searcher.com/find/ch+latour/2001/-/-/u","$582.00","The Redd Collection","2001Ch Latour","USA (CA)"
11469,"Ch Latour",2001,"750ml","https://www.wine-searcher.com/find/ch+latour/2001/-/-/u","$625.00","Gil Turner's Fine Wines and Spirits","2001Chateau Latour Pauillac(750ML)","USA (CA)"
11469,"Ch Latour",2001,"750ml","https://www.wine-searcher.com/find/ch+latour/2001/-/-/u","$626.00","EC Cellars LLC","2001Chateau Latour,Pauillac,France","USA (CA)"
11469,"Ch Latour",2001,"750ml","https://www.wine-searcher.com/find/ch+latour/2001/-/-/u","$649.98","Wine Exchange","Latour Pauillac2001","USA (CA)"
11469,"Ch Latour",2001,"750ml","https://www.wine-searcher.com/find/ch+latour/2001/-/-/u","$659.97","Wine.com","2001Chateau Latour(scuffedlabels)","USA (CA)"
11469,"Ch Latour",2001,"750ml","https://www.wine-searcher.com/find/ch+latour/2001/-/-/u","$669.97","Wine.com","2001Chateau Latour","USA (CA)"
11469,"Ch Latour",2001,"750ml","https://www.wine-searcher.com/find/ch+latour/2001/-/-/u","$700.00","Wally's Wine & Spirits","2001Chateau Latour750mL","USA (CA)"
11469,"Ch Latour",2001,"750ml","https://www.wine-searcher.com/find/ch+latour/2001/-/-/u","$767.00","La Belle Citadelle","Chateau Latour2001,Pauillac","USA (CA)"
11469,"Ch Latour",2001,"750ml","https://www.wine-searcher.com/find/ch+latour/2001/-/-/u","$862.95","Aabalat Fine & Rare Wines","2001Latour Pauillac,Red Blend","USA (CA)"
11469,"Ch Latour",2001,"750ml","https://www.wine-searcher.com/find/ch+latour/2001/-/-/u","$1095.00","RL Liquid Assets","Chateau Latour20011.5L","USA (CA)"
11469,"Ch Latour",2001,"750ml","https://www.wine-searcher.com/find/ch+latour/2001/-/-/u","$1578.95","Aabalat Fine & Rare Wines","2001Latour Pauillac,Red Blend","USA (CA)"
11470,"Ch Latour",2002,"750ml","https://www.wine-searcher.com/find/ch+latour/2002/-/-/u","$549.00","Benchmark Wine Group","Latour2002","USA (CA)"
11470,"Ch Latour",2002,"750ml","https://www.wine-searcher.com/find/ch+latour/2002/-/-/u","$617.00","The Redd Collection","2002Ch Latour","USA (CA)"
11470,"Ch Latour",2002,"750ml","https://www.wine-searcher.com/find/ch+latour/2002/-/-/u","$625.00","Guido's Wine","Latour2002,750ml","USA (CA)"
11470,"Ch Latour",2002,"750ml","https://www.wine-searcher.com/find/ch+latour/2002/-/-/u","$639.97","Wine.com","2002Chateau Latour(slightlyscuffedlabels)","USA (CA)"
11470,"Ch Latour",2002,"750ml","https://www.wine-searcher.com/find/ch+latour/2002/-/-/u","$888.95","Aabalat Fine & Rare Wines","2002Latour Pauillac,Red Blend","USA (CA)"
11470,"Ch Latour",2002,"750ml","https://www.wine-searcher.com/find/ch+latour/2002/-/-/u","$1400.00","EC Cellars LLC","2002Chateau Latour,Pauillac,France,1.5L","USA (CA)"
11470,"Ch Latour",2002,"750ml","https://www.wine-searcher.com/find/ch+latour/2002/-/-/u","$1511.89","Aabalat Fine & Rare Wines","2002Latour Pauillac,Red Blend","USA (CA)"
11470,"Ch Latour",2002,"750ml","https://www.wine-searcher.com/find/ch+latour/2002/-/-/u","$2499.00","WineBank","2002Chateau Latour,Pauillac,Premier Grand Cru Classe[RP96],Bordeaux Red","USA (CA)"
11471,"Ch Latour",2005,"750ml","https://www.wine-searcher.com/find/ch+latour/2005/-/-/u","$871.00","Westgarth Wines","2005Latour","USA (CA)"
11471,"Ch Latour",2005,"750ml","https://www.wine-searcher.com/find/ch+latour/2005/-/-/u","$874.95","Elevation Wine Fund","2005Latour,France,Bordeaux,Haut Medoc,Pauillac,Red","USA (CA)"
11471,"Ch Latour",2005,"750ml","https://www.wine-searcher.com/find/ch+latour/2005/-/-/u","$886.00","The Redd Collection","2005Ch Latour","USA (CA)"
11471,"Ch Latour",2005,"750ml","https://www.wine-searcher.com/find/ch+latour/2005/-/-/u","$895.00","Guido's Wine","Latour2005,750ml","USA (CA)"
11471,"Ch Latour",2005,"750ml","https://www.wine-searcher.com/find/ch+latour/2005/-/-/u","$895.00","Vinfolio","2005Latour750ML","USA (CA)"
11471,"Ch Latour",2005,"750ml","https://www.wine-searcher.com/find/ch+latour/2005/-/-/u","$899.00","Benchmark Wine Group","Latour2005","USA (CA)"
11471,"Ch Latour",2005,"750ml","https://www.wine-searcher.com/find/ch+latour/2005/-/-/u","$925.00","Belmont Wine Exchange LLC","2005Latour","USA (CA)"
11471,"Ch Latour",2005,"750ml","https://www.wine-searcher.com/find/ch+latour/2005/-/-/u","$950.00","K&L Wine Merchants","2005Latour Pauillac2017Ex-Chateau Release","USA (CA)"
11471,"Ch Latour",2005,"750ml","https://www.wine-searcher.com/find/ch+latour/2005/-/-/u","$1034.00","EC Cellars LLC","2005Chateau Latour,Pauillac,France","USA (CA)"
11472,"Ch Laville Haut-Brion",2007,"750ml","https://www.wine-searcher.com/find/ch+laville+haut-brion/2007/-/-/u","$348.00","The Redd Collection","2007Ch Laville Haut-Brion","USA (CA)"
11472,"Ch Laville Haut-Brion",2007,"750ml","https://www.wine-searcher.com/find/ch+laville+haut-brion/2007/-/-/u","$349.95","The Wine House, San Francisco","2007Chateau Laville Haut Brion Pessac-Leognan","USA (CA)"
11472,"Ch Laville Haut-Brion",2007,"750ml","https://www.wine-searcher.com/find/ch+laville+haut-brion/2007/-/-/u","$384.49","Fine Wine Discounters","2007Laville Haut Brion-Bordeaux Blend-Pessac Leognan-Bordeaux-White,France","USA (CA)"
11472,"Ch Laville Haut-Brion",2007,"750ml","https://www.wine-searcher.com/find/ch+laville+haut-brion/2007/-/-/u","$405.49","Inside The Grape","2007Laville Haut Brion-Bordeaux Blend-Pessac Leognan-Bordeaux-White,France","USA (CA)"
11472,"Ch Laville Haut-Brion",2007,"750ml","https://www.wine-searcher.com/find/ch+laville+haut-brion/2007/-/-/u","$449.00","The Old & Rare Wine Company","Chateau Laville Haut Brion Pessac-Leognan2007","USA (CA)"
11472,"Ch Laville Haut-Brion",2007,"750ml","https://www.wine-searcher.com/find/ch+laville+haut-brion/2007/-/-/u","$449.98","Wine House","2007Chateau Laville Haut Brion Blanc Pessoc-Leognan750ml","USA (CA)"
11472,"Ch Laville Haut-Brion",2007,"750ml","https://www.wine-searcher.com/find/ch+laville+haut-brion/2007/-/-/u","$585.00","Wally's Wine & Spirits","2007Chateau Laville Haut Brion750mL,2007","USA (CA)"
11473,"Ch Le Gay",2009,"750ml","https://www.wine-searcher.com/find/ch+le+gay/2009/-/-/u","$149.94","JJ Buckley Fine Wines","2009Chateau LeGay Pomerol,Bordeaux Blend","USA (CA)"
11473,"Ch Le Gay",2009,"750ml","https://www.wine-searcher.com/find/ch+le+gay/2009/-/-/u","$149.99","Wally's Wine & Spirits","2009Chateau LeGay750mL,2009","USA (CA)"
11473,"Ch Le Gay",2009,"750ml","https://www.wine-searcher.com/find/ch+le+gay/2009/-/-/u","$158.00","The Redd Collection","2009Chle Gay","USA (CA)"
11473,"Ch Le Gay",2009,"750ml","https://www.wine-searcher.com/find/ch+le+gay/2009/-/-/u","$165.00","Westgarth Wines","2009Le Gay Pomerol","USA (CA)"
11473,"Ch Le Gay",2009,"750ml","https://www.wine-searcher.com/find/ch+le+gay/2009/-/-/u","$175.00","Benchmark Wine Group","Le Gay2009","USA (CA)"
11473,"Ch Le Gay",2009,"750ml","https://www.wine-searcher.com/find/ch+le+gay/2009/-/-/u","$189.00","Vinfolio","2009Le Gay750ML","USA (CA)"
11473,"Ch Le Gay",2009,"750ml","https://www.wine-searcher.com/find/ch+le+gay/2009/-/-/u","$339.00","Vinfolio","2009Le Gay1.5L","USA (CA)"
11473,"Ch Le Gay",2009,"750ml","https://www.wine-searcher.com/find/ch+le+gay/2009/-/-/u","$1975.00","Westgarth Wines","2009Le Gay Pomerol","USA (CA)"
11476,"Ch Leoville Barton",1990,"750ml","https://www.wine-searcher.com/find/ch+leoville+barton/1990/-/-/u","$185.00","Vinfolio","1990Leoville Barton750ML","USA (CA)"
11476,"Ch Leoville Barton",1990,"750ml","https://www.wine-searcher.com/find/ch+leoville+barton/1990/-/-/u","$190.00","The Redd Collection","1990Ch Leoville Barton","USA (CA)"
11477,"Ch Leoville Barton",2000,"750ml","https://www.wine-searcher.com/find/ch+leoville+barton/2000/-/-/u","$152.00","The Redd Collection","2000Ch Leoville Barton","USA (CA)"
11477,"Ch Leoville Barton",2000,"750ml","https://www.wine-searcher.com/find/ch+leoville+barton/2000/-/-/u","$159.98","The Wine Club","2000Leoville Barton,St Julien","USA (CA)"
11477,"Ch Leoville Barton",2000,"750ml","https://www.wine-searcher.com/find/ch+leoville+barton/2000/-/-/u","$161.00","Westgarth Wines","2000Leoville Barton","USA (CA)"
11477,"Ch Leoville Barton",2000,"750ml","https://www.wine-searcher.com/find/ch+leoville+barton/2000/-/-/u","$165.00","Belmont Wine Exchange LLC","2000Leoville Barton","USA (CA)"
11477,"Ch Leoville Barton",2000,"750ml","https://www.wine-searcher.com/find/ch+leoville+barton/2000/-/-/u","$165.00","Vinfolio","2000Leoville Barton750ML","USA (CA)"
11477,"Ch Leoville Barton",2000,"750ml","https://www.wine-searcher.com/find/ch+leoville+barton/2000/-/-/u","$169.00","Benchmark Wine Group","Leoville Barton2000","USA (CA)"
11477,"Ch Leoville Barton",2000,"750ml","https://www.wine-searcher.com/find/ch+leoville+barton/2000/-/-/u","$169.00","European Wine Resource","2000Leoville Barton(ex-Negociant)","USA (CA)"
11477,"Ch Leoville Barton",2000,"750ml","https://www.wine-searcher.com/find/ch+leoville+barton/2000/-/-/u","$189.00","Aabalat Fine & Rare Wines","2000Leoville Barton StJulien,Red Blend","USA (CA)"
11477,"Ch Leoville Barton",2000,"750ml","https://www.wine-searcher.com/find/ch+leoville+barton/2000/-/-/u","$198.992","VintageWineNow.com","2000Leoville Barton","USA (CA)"
11478,"Ch Leoville Barton",2003,"750ml","https://www.wine-searcher.com/find/ch+leoville+barton/2003/-/-/u","$133.00","The Redd Collection","2003Ch Leoville Barton","USA (CA)"
11478,"Ch Leoville Barton",2003,"750ml","https://www.wine-searcher.com/find/ch+leoville+barton/2003/-/-/u","$140.00","Westgarth Wines","2003Leoville Barton","USA (CA)"
11478,"Ch Leoville Barton",2003,"750ml","https://www.wine-searcher.com/find/ch+leoville+barton/2003/-/-/u","$249.97","Wine.com","2003Chateau Leoville Barton","USA (CA)"
11478,"Ch Leoville Barton",2003,"750ml","https://www.wine-searcher.com/find/ch+leoville+barton/2003/-/-/u","$325.00","Benchmark Wine Group","Leoville Barton20031.5L","USA (CA)"
11479,"Ch Leoville Lascases",1982,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1982/-/-/u","$400.00","RL Liquid Assets","Leoville Las Cases1982750mL","USA (CA)"
11479,"Ch Leoville Lascases",1982,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1982/-/-/u","$419.00","Clarets","1982Leoville Las Cases","USA (CA)"
11479,"Ch Leoville Lascases",1982,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1982/-/-/u","$425.00","Fine Wines International","1982Chateau Leoville-Las Cases'Grand Vinde Leoville',Saint-Julien,France750ml","USA (CA)"
11479,"Ch Leoville Lascases",1982,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1982/-/-/u","$531.00","The Redd Collection","1982Ch Leoville Lascases","USA (CA)"
11479,"Ch Leoville Lascases",1982,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1982/-/-/u","$729.99","K&L Wine Merchants","1982Leoville-Las-Cases St-Julien","USA (CA)"
11479,"Ch Leoville Lascases",1982,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1982/-/-/u","$757.89","Aabalat Fine & Rare Wines","1982Leoville Las Cases StJulien,Red Blend","USA (CA)"
11479,"Ch Leoville Lascases",1982,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1982/-/-/u","$3079.75","Aabalat Fine & Rare Wines","1982Leoville Las Cases StJulien,Red Blend","USA (CA)"
11480,"Ch Leoville Lascases",1986,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1986/-/-/u","$459.00","FineWineCollector.com","1986Ch.Leoville-Las Cases,Bordeaux St.Julien","USA (CA)"
11480,"Ch Leoville Lascases",1986,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1986/-/-/u","$481.00","The Redd Collection","1986Ch Leoville Lascases","USA (CA)"
11480,"Ch Leoville Lascases",1986,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1986/-/-/u","$490.00","Vinfolio","1986Leoville Las Cases750ML","USA (CA)"
11480,"Ch Leoville Lascases",1986,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1986/-/-/u","$499.00","Fine Wines International","1986Chateau Leoville-Las Cases'Grand Vinde Leoville',Saint-Julien,France750ml","USA (CA)"
11480,"Ch Leoville Lascases",1986,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1986/-/-/u","$562.65","Aabalat Fine & Rare Wines","1986Leoville Las Cases StJulien,Red Blend","USA (CA)"
11480,"Ch Leoville Lascases",1986,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1986/-/-/u","$659.98","Wine Exchange","Leoville Las Cases Saint Julien1986Pre-Arrival","USA (CA)"
11480,"Ch Leoville Lascases",1986,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1986/-/-/u","$1710.00","Wally's Wine & Spirits","1986Chateau Leoville Las Cases1.5L,1986","USA (CA)"
11481,"Ch Leoville Lascases",1990,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1990/-/-/u","$345.00","Clarets","1990Leoville Las Cases","USA (CA)"
11481,"Ch Leoville Lascases",1990,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1990/-/-/u","$380.00","The Redd Collection","1990Ch Leoville Lascases","USA (CA)"
11481,"Ch Leoville Lascases",1990,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1990/-/-/u","$413.00","Westgarth Wines","1990Leoville Las Cases","USA (CA)"
11481,"Ch Leoville Lascases",1990,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1990/-/-/u","$445.00","Vinfolio","1990Leoville Las Cases750ML","USA (CA)"
11481,"Ch Leoville Lascases",1990,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1990/-/-/u","$780.00","Wally's Wine & Spirits","1990Chateau Leoville Las Cases750mL,1990","USA (CA)"
11481,"Ch Leoville Lascases",1990,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1990/-/-/u","$1095.00","Guido's Wine","Leoville Las Cases1990,1.5L","USA (CA)"
11482,"Ch Leoville Lascases",1994,"1.5L","https://www.wine-searcher.com/find/ch+leoville+lascases/1994/-/-/u","$155.00","Vinfolio","1994Leoville Las Cases750ML","USA (CA)"
11482,"Ch Leoville Lascases",1994,"1.5L","https://www.wine-searcher.com/find/ch+leoville+lascases/1994/-/-/u","$184.49","Fine Wine Discounters","1994Chateau Leoville-Las Cases-Bordeaux Blend-2nd Growth-St.Julien-Bordeaux-Red,France","USA (CA)"
11482,"Ch Leoville Lascases",1994,"1.5L","https://www.wine-searcher.com/find/ch+leoville+lascases/1994/-/-/u","$194.49","Inside The Grape","1994Chateau Leoville-Las Cases-Bordeaux Blend-2nd Growth-St.Julien-Bordeaux-Red,France","USA (CA)"
11482,"Ch Leoville Lascases",1994,"1.5L","https://www.wine-searcher.com/find/ch+leoville+lascases/1994/-/-/u","$196.00","The Redd Collection","1994Ch Leoville Lascases","USA (CA)"
11482,"Ch Leoville Lascases",1994,"1.5L","https://www.wine-searcher.com/find/ch+leoville+lascases/1994/-/-/u","$392.00","The Redd Collection","1994Ch Leoville Lascases","USA (CA)"
11482,"Ch Leoville Lascases",1994,"1.5L","https://www.wine-searcher.com/find/ch+leoville+lascases/1994/-/-/u","$911.00","EC Cellars LLC","1994Chateau Leoville-Las Cases'Grand Vinde Leoville',Saint-Julien,France,3L","USA (CA)"
11483,"Ch Leoville Lascases",1994,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1994/-/-/u","$155.00","Vinfolio","1994Leoville Las Cases750ML","USA (CA)"
11483,"Ch Leoville Lascases",1994,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1994/-/-/u","$184.49","Fine Wine Discounters","1994Chateau Leoville-Las Cases-Bordeaux Blend-2nd Growth-St.Julien-Bordeaux-Red,France","USA (CA)"
11483,"Ch Leoville Lascases",1994,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1994/-/-/u","$194.49","Inside The Grape","1994Chateau Leoville-Las Cases-Bordeaux Blend-2nd Growth-St.Julien-Bordeaux-Red,France","USA (CA)"
11483,"Ch Leoville Lascases",1994,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1994/-/-/u","$196.00","The Redd Collection","1994Ch Leoville Lascases","USA (CA)"
11483,"Ch Leoville Lascases",1994,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1994/-/-/u","$392.00","The Redd Collection","1994Ch Leoville Lascases","USA (CA)"
11483,"Ch Leoville Lascases",1994,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1994/-/-/u","$911.00","EC Cellars LLC","1994Chateau Leoville-Las Cases'Grand Vinde Leoville',Saint-Julien,France,3L","USA (CA)"
11484,"Ch Leoville Lascases",1995,"1.5L","https://www.wine-searcher.com/find/ch+leoville+lascases/1995/-/-/u","$195.00","Belmont Wine Exchange LLC","1995Leoville Las Cases","USA (CA)"
11484,"Ch Leoville Lascases",1995,"1.5L","https://www.wine-searcher.com/find/ch+leoville+lascases/1995/-/-/u","$215.00","Vinfolio","1995Leoville Las Cases750ML","USA (CA)"
11484,"Ch Leoville Lascases",1995,"1.5L","https://www.wine-searcher.com/find/ch+leoville+lascases/1995/-/-/u","$225.00","Wally's Wine & Spirits","1995Chateau Leoville Las Cases750mL,1995","USA (CA)"
11484,"Ch Leoville Lascases",1995,"1.5L","https://www.wine-searcher.com/find/ch+leoville+lascases/1995/-/-/u","$225.00","Benchmark Wine Group","Leoville Las Cases1995","USA (CA)"
11484,"Ch Leoville Lascases",1995,"1.5L","https://www.wine-searcher.com/find/ch+leoville+lascases/1995/-/-/u","$238.00","The Redd Collection","1995Ch Leoville Lascases","USA (CA)"
11484,"Ch Leoville Lascases",1995,"1.5L","https://www.wine-searcher.com/find/ch+leoville+lascases/1995/-/-/u","$250.55","Aabalat Fine & Rare Wines","1995Leoville Las Cases StJulien,Red Blend","USA (CA)"
11484,"Ch Leoville Lascases",1995,"1.5L","https://www.wine-searcher.com/find/ch+leoville+lascases/1995/-/-/u","$276.00","EC Cellars LLC","1995Chateau Leoville-Las Cases'Grand Vinde Leoville',Saint-Julien,France","USA (CA)"
11484,"Ch Leoville Lascases",1995,"1.5L","https://www.wine-searcher.com/find/ch+leoville+lascases/1995/-/-/u","$480.00","The Redd Collection","1995Ch Leoville Lascases","USA (CA)"
11485,"Ch Leoville Lascases",1995,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1995/-/-/u","$195.00","Belmont Wine Exchange LLC","1995Leoville Las Cases","USA (CA)"
11485,"Ch Leoville Lascases",1995,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1995/-/-/u","$215.00","Vinfolio","1995Leoville Las Cases750ML","USA (CA)"
11485,"Ch Leoville Lascases",1995,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1995/-/-/u","$225.00","Wally's Wine & Spirits","1995Chateau Leoville Las Cases750mL,1995","USA (CA)"
11485,"Ch Leoville Lascases",1995,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1995/-/-/u","$225.00","Benchmark Wine Group","Leoville Las Cases1995","USA (CA)"
11485,"Ch Leoville Lascases",1995,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1995/-/-/u","$238.00","The Redd Collection","1995Ch Leoville Lascases","USA (CA)"
11485,"Ch Leoville Lascases",1995,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1995/-/-/u","$250.55","Aabalat Fine & Rare Wines","1995Leoville Las Cases StJulien,Red Blend","USA (CA)"
11485,"Ch Leoville Lascases",1995,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1995/-/-/u","$276.00","EC Cellars LLC","1995Chateau Leoville-Las Cases'Grand Vinde Leoville',Saint-Julien,France","USA (CA)"
11485,"Ch Leoville Lascases",1995,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1995/-/-/u","$480.00","The Redd Collection","1995Ch Leoville Lascases","USA (CA)"
11486,"Ch Leoville Lascases",1996,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1996/-/-/u","$309.00","The Redd Collection","1996Ch Leoville Lascases","USA (CA)"
11486,"Ch Leoville Lascases",1996,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1996/-/-/u","$317.00","Westgarth Wines","1996Leoville Las Cases","USA (CA)"
11486,"Ch Leoville Lascases",1996,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1996/-/-/u","$345.00","Vinfolio","1996Leoville Las Cases750ML","USA (CA)"
11486,"Ch Leoville Lascases",1996,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1996/-/-/u","$353.00","Wine-Source Group LLC","1996Chateau Leoville Las Cases,Leoville Las Cases","USA (CA)"
11486,"Ch Leoville Lascases",1996,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1996/-/-/u","$399.98","Wine Exchange","Leoville Las Cases Saint Julien1996","USA (CA)"
11486,"Ch Leoville Lascases",1996,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1996/-/-/u","$400.00","Wally's Wine & Spirits","1996Chateau Leoville Las Cases750mL,1996","USA (CA)"
11486,"Ch Leoville Lascases",1996,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/1996/-/-/u","$900.00","Wally's Wine & Spirits","1996Chateau Leoville Las Cases1.5L,1996","USA (CA)"
11487,"Ch Leoville Lascases",2000,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/2000/-/-/u","$310.00","WineBank","2000Leoville-Las Cases[WS100],Bordeaux Red","USA (CA)"
11487,"Ch Leoville Lascases",2000,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/2000/-/-/u","$323.00","The Redd Collection","2000Ch Leoville Lascases","USA (CA)"
11487,"Ch Leoville Lascases",2000,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/2000/-/-/u","$323.00","Vinfolio","2000Leoville Las Cases750ML","USA (CA)"
11487,"Ch Leoville Lascases",2000,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/2000/-/-/u","$333.00","Westgarth Wines","2000Leoville Las Cases","USA (CA)"
11487,"Ch Leoville Lascases",2000,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/2000/-/-/u","$399.98","Wine House","2000Chateau Leoville Las Cases Saint Julien750ml","USA (CA)"
11487,"Ch Leoville Lascases",2000,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/2000/-/-/u","$494.89","Aabalat Fine & Rare Wines","2000Leoville Las Cases StJulien,Red Blend","USA (CA)"
11488,"Ch Leoville Lascases",2001,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/2001/-/-/u","$175.00","WineBank","2001Leoville-Las Cases[WS94],Bordeaux Red","USA (CA)"
11488,"Ch Leoville Lascases",2001,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/2001/-/-/u","$179.00","Benchmark Wine Group","Leoville Las Cases2001","USA (CA)"
11488,"Ch Leoville Lascases",2001,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/2001/-/-/u","$190.00","Vinfolio","2001Leoville Las Cases750ML","USA (CA)"
11488,"Ch Leoville Lascases",2001,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/2001/-/-/u","$199.95","Gil Turner's Fine Wines and Spirits","2001Chateau Leovillelas Cases St.Julien(750ML)","USA (CA)"
11488,"Ch Leoville Lascases",2001,"750ml","https://www.wine-searcher.com/find/ch+leoville+lascases/2001/-/-/u","$206.00","The Redd Collection","2001Ch Leoville Lascases","USA (CA)"
